iter	Logloss
429	0.2711681412
430	0.2709543263
431	0.2707562232
432	0.2705938339
433	0.2705124309
434	0.2702776581
435	0.2700183027
436	0.2698072512
437	0.2694724635
438	0.2690985304
439	0.2688905733
440	0.2686933082
441	0.2684691706
442	0.2682734349
443	0.2679562986
444	0.2676569313
445	0.2673328174
446	0.2670096346
447	0.2667102179
448	0.2663879151
449	0.2660437926
450	0.2657154009
451	0.2654003721
452	0.2650400064
453	0.2646481699
454	0.2642909468
455	0.264133386
456	0.2638124797
457	0.2635521437
458	0.2633820505
459	0.2630246021
460	0.2625396508
461	0.2623179624
462	0.2620849131
463	0.2616705254
464	0.2612810886
465	0.2611510913
466	0.2609882232
467	0.260556792
468	0.260305568
469	0.2598550343
470	0.2597036642
471	0.2592650398
472	0.2590097399
473	0.2587535333
474	0.2584892371
475	0.2581695321
476	0.2580556886
477	0.2576047301
478	0.2573344314
479	0.2571845447
480	0.2569752974
481	0.2567364299
482	0.2564363865
483	0.2561685444
484	0.2559529473
485	0.2556535903
486	0.2553144854
487	0.2549894948
488	0.2547485543
489	0.2544801983
490	0.254154264
491	0.2540693135
492	0.2539622021
493	0.2536434192
494	0.2534559084
495	0.2532965152
496	0.2530143363
497	0.2527487274
498	0.25245685
499	0.2521816745
500	0.2519761335
501	0.2516227898
502	0.2514186175
503	0.251288126
504	0.2511363601
505	0.2507844041
506	0.2504631981
507	0.2502595863
508	0.2500128905
509	0.249731255
510	0.2494980645
511	0.2493874011
512	0.2491540278
513	0.2488801945
514	0.2487124936
515	0.2482185392
516	0.2480111822
517	0.2478276562
518	0.2475010375
519	0.2472608711
520	0.2469395987
521	0.246520217
522	0.2462359823
523	0.2461487004
524	0.2457527314
525	0.2454606141
526	0.2451213654
527	0.2448445266
528	0.244618005
529	0.2445752539
530	0.2442451054
531	0.2439413334
532	0.2436367511
533	0.2432962984
534	0.2431629303
535	0.2429315545
536	0.2425003459
537	0.2422721805
538	0.2418729085
539	0.241784717
540	0.2415449842
541	0.2411874734
542	0.2409076958
543	0.2406850047
544	0.2404461117
545	0.2399338207
546	0.2397844952
547	0.239552111
548	0.2391210024
549	0.2388314064
550	0.2385538583
551	0.2380782618
552	0.2376330589
553	0.2370012961
554	0.2368491441
555	0.2365904117
556	0.2361711191
557	0.2360172769
558	0.2356478974
559	0.2355040145
560	0.2351934532
561	0.2348112003
562	0.2341932458
563	0.2340274774
564	0.2337324645
565	0.233466256
566	0.233140375
567	0.2329927697
568	0.2327884259
569	0.2324410456
570	0.2322759387
571	0.2321701673
572	0.2317344057
573	0.2313500962
574	0.231072369
575	0.2308828467
576	0.2306031458
577	0.2303447259
578	0.2302112636
579	0.230101044
580	0.229917254
581	0.2297470082
582	0.2294821371
583	0.2291135487
584	0.2286370798
585	0.2284447775
586	0.2283013678
587	0.2281782573
588	0.2279060424
589	0.2277141357
590	0.2274608907
591	0.2273052259
592	0.2268092343
593	0.2266192987
594	0.2261279459
595	0.2259989694
596	0.2255476369
597	0.2249600384
598	0.2247604687
599	0.2245823937
600	0.2242855613
601	0.2239896469
602	0.2236607885
603	0.2233215362
604	0.2228978875
605	0.2227240318
606	0.2224870587
607	0.2222988666
608	0.2220261758
609	0.2218577114
610	0.2215743023
611	0.221268906
612	0.2209042373
613	0.2205266934
614	0.2202338837
615	0.2198685497
616	0.2196661146
617	0.2194569021
618	0.2194003502
619	0.2190491228
620	0.2186935856
621	0.218522631
622	0.2181120903
623	0.2178625867
624	0.2173310511
625	0.2172287277
626	0.2168389589
627	0.2167659576
628	0.216738306
629	0.2163802646
630	0.2160956319
631	0.2160241458
632	0.2157838102
633	0.2157025402
634	0.2153740654
635	0.2150156515
636	0.2149726971
637	0.214565827
638	0.2145058988
639	0.2141763216
640	0.2140370493
641	0.2138389386
642	0.2134101858
643	0.2132950741
644	0.2130461074
645	0.2127867785
646	0.2126267269
647	0.2124781499
648	0.2123464279
649	0.2121847035
650	0.2121302956
651	0.2120257543
652	0.2115898005
653	0.2115316266
654	0.2113718347
655	0.2112864677
656	0.2112406469
657	0.2108697831
658	0.2107828408
659	0.2105379144
660	0.2102754124
661	0.210119676
662	0.2098917154
663	0.2095573467
664	0.2093583571
665	0.2090183164
666	0.2085805047
667	0.208534027
668	0.2081578369
669	0.2080794142
670	0.2078350216
671	0.2075956759
672	0.2071889176
673	0.2070962689
674	0.2070216499
675	0.2069526006
676	0.2069114239
677	0.2064619176
678	0.206105679
679	0.2056441176
680	0.2051203121
681	0.2049401805
682	0.2048596017
683	0.2046557239
684	0.2043950833
685	0.2041439385
686	0.2039276778
687	0.2037766312
688	0.203495143
689	0.2031059759
690	0.2028410721
691	0.2024238716
692	0.2021162449
693	0.2018933157
694	0.2015562164
695	0.2012861877
696	0.2010021743
697	0.2006649426
698	0.2003757832
699	0.2001002672
700	0.1998328528
701	0.1995257252
702	0.1994266603
703	0.199187571
704	0.1991309021
705	0.19896573
706	0.1988260526
707	0.1986167605
708	0.1984030564
709	0.1983468275
710	0.1979655177
711	0.1977183429
712	0.1974883077
713	0.197317815
714	0.1972751078
715	0.1972125472
716	0.1970018429
717	0.1967387551
718	0.1962902141
719	0.1962183624
720	0.1961752277
721	0.1960320797
722	0.1958411344
723	0.1957961609
724	0.1956520709
725	0.1953660631
726	0.1950358633
727	0.1949844111
728	0.1947028872
729	0.1944752045
730	0.1943777744
731	0.194326918
732	0.1941462467
733	0.1939364502
734	0.1938884499
735	0.1938285772
736	0.1934837394
737	0.193387203
738	0.1930007114
739	0.1926605515
740	0.1921967424
741	0.19200193
742	0.19155417
743	0.1911491532
744	0.1908821072
745	0.1906428409
746	0.1904572142
747	0.1903010372
748	0.1901593541
749	0.1897818535
750	0.1896505394
751	0.1895837719
752	0.1892358722
753	0.1891240292
754	0.1890741631
755	0.1887351033
756	0.1885236042
757	0.1884633282
758	0.1882435873
759	0.1880018845
760	0.1879245008
761	0.18753862
762	0.1874724537
763	0.1872455811
764	0.1870497633
765	0.1870031369
766	0.1868653247
767	0.1868158266
768	0.18677277
769	0.1864526332
770	0.1863968316
771	0.1862540356
772	0.1861459893
773	0.1857913379
774	0.185584375
775	0.1853800554
776	0.1851192568
777	0.1849606524
778	0.1846413228
779	0.1842958306
780	0.1839534217
781	0.1838894662
782	0.1836676449
783	0.1834457176
784	0.1832723881
785	0.1830762167
786	0.1829081237
787	0.182681912
788	0.1825174796
789	0.1822267778
790	0.182005815
791	0.181592163
792	0.1813941202
793	0.1811555193
794	0.1808960986
795	0.1806283957
796	0.1803862095
797	0.180186924
798	0.1799227357
799	0.1795013745
800	0.1791763127
801	0.178998406
802	0.1787054389
803	0.178386872
804	0.1783394033
805	0.178127409
806	0.1780501857
807	0.1777966952
808	0.1776346151
809	0.1774033601
810	0.177086821
811	0.1770122055
812	0.1766984364
813	0.1765138393
814	0.1764548128
815	0.1762091003
816	0.1759709293
817	0.175771756
818	0.175610956
819	0.1755672866
820	0.175478433
821	0.1751246666
822	0.1747426946
823	0.1744787259
824	0.174400973
825	0.1743361961
826	0.1742974845
827	0.1741438577
828	0.1740256863
829	0.1737427501
830	0.1733896243
831	0.1732530688
832	0.1730807132
833	0.173044234
834	0.1727561054
835	0.1727149203
836	0.1725248535
837	0.1724823785
838	0.1723042201
839	0.1722727006
840	0.1720432143
841	0.1718389453
842	0.17163221
843	0.171580598
844	0.1713680607
845	0.1711561492
846	0.1711070569
847	0.1706715025
848	0.1704928989
849	0.1702972581
850	0.1701712407
851	0.1701292714
852	0.1698551633
853	0.1695926214
854	0.1695531181
855	0.1694538842
856	0.1694130171
857	0.1691196832
858	0.1689121294
859	0.1686460422
860	0.1683815093
861	0.16835492
862	0.1680247187
863	0.167876906
864	0.1675793427
865	0.1673322906
866	0.1670352425
867	0.1667867981
868	0.1666987159
869	0.1663962277
870	0.1661478861
871	0.1660763586
872	0.1658785051
873	0.1658088711
874	0.1655915606
875	0.1653108579
876	0.1651191036
877	0.1649042146
878	0.1646121516
879	0.1645723391
880	0.1644543469
881	0.1644245583
882	0.1642363029
883	0.1640555165
884	0.1640313852
885	0.1638814054
886	0.163638419
887	0.16340331
888	0.1632301488
889	0.1629813503
890	0.1628413946
891	0.1628127639
892	0.1625247366
893	0.1622195475
894	0.1620538708
895	0.1617863374
896	0.1615836866
897	0.1614222792
898	0.1612856095
899	0.1612479378
900	0.1610567357
901	0.1607656355
902	0.1605257189
903	0.1603477994
904	0.1603037746
905	0.1601181077
906	0.1597937129
907	0.1596662693
908	0.1595017959
909	0.159351281
910	0.1591573605
911	0.1588991696
912	0.1588560363
913	0.158619433
914	0.1585833465
915	0.1585561577
916	0.1582488245
917	0.158101153
918	0.1579551494
919	0.1579328038
920	0.1577530387
921	0.1576637741
922	0.1576340024
923	0.1574732446
924	0.157207335
925	0.1570352063
926	0.1570038792
927	0.1567757474
928	0.156609501
929	0.156509242
930	0.1562783064
931	0.1562435819
932	0.1559227749
933	0.1556513286
934	0.1555222404
935	0.1553989521
936	0.1552323536
937	0.1550746224
938	0.1549285991
939	0.1547904489
940	0.1544842352
941	0.1542767227
942	0.154106206
943	0.1538884844
944	0.1538389304
945	0.1535342919
946	0.153240175
947	0.1530455354
948	0.1528295287
949	0.1525391808
950	0.1523721965
951	0.1523425498
952	0.1522523972
953	0.1520117341
954	0.1519826771
955	0.1517384892
956	0.1515891333
957	0.1514283795
958	0.1512487514
959	0.1509616666
960	0.1508402038
961	0.1506820048
962	0.1504009092
963	0.1503532765
964	0.1501488028
965	0.1499792948
966	0.1498847487
967	0.1497007662
968	0.1495835511
969	0.1494588545
970	0.1492010443
971	0.1489644003
972	0.1488357502
973	0.1486415277
974	0.1485884376
975	0.1483713114
976	0.1482796977
977	0.1481515655
978	0.1480222869
979	0.1479803086
980	0.1477745165
981	0.1474818383
982	0.1473693111
983	0.1471276544
984	0.1470268819
985	0.1469249612
986	0.1467723726
987	0.1466328934
988	0.1465877649
989	0.1463491958
990	0.1461537314
991	0.1459669676
992	0.1458639041
993	0.1456276746
994	0.1454753781
995	0.1454245523
996	0.1453683603
997	0.1451466525
998	0.1449072827
999	0.1447265248
